"Indicator","Age Group","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1981","Western Pacific","26.4 [22.8-30.1]","26.40000","22.80000","30.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1982","Western Pacific","26.5 [23.0-30.1]","26.50000","23.00000","30.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1983","Western Pacific","26.6 [23.3-30.2]","26.60000","23.30000","30.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1984","Western Pacific","26.8 [23.5-30.2]","26.80000","23.50000","30.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1985","Western Pacific","26.9 [23.7-30.3]","26.90000","23.70000","30.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1986","Western Pacific","27.1 [24.0-30.4]","27.10000","24.00000","30.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1987","Western Pacific","27.2 [24.1-30.5]","27.20000","24.10000","30.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1988","Western Pacific","27.4 [24.4-30.6]","27.40000","24.40000","30.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1989","Western Pacific","27.7 [24.7-30.8]","27.70000","24.70000","30.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1990","Western Pacific","27.9 [25.0-31.0]","27.90000","25.00000","31.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1991","Western Pacific","28.1 [25.3-31.1]","28.10000","25.30000","31.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1992","Western Pacific","28.4 [25.5-31.3]","28.40000","25.50000","31.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1993","Western Pacific","28.6 [25.8-31.5]","28.60000","25.80000","31.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1994","Western Pacific","28.8 [26.0-31.7]","28.80000","26.00000","31.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1995","Western Pacific","29.0 [26.3-31.9]","29.00000","26.30000","31.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1996","Western Pacific","29.3 [26.5-32.1]","29.30000","26.50000","32.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1997","Western Pacific","29.5 [26.8-32.4]","29.50000","26.80000","32.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1998","Western Pacific","29.7 [27.0-32.6]","29.70000","27.00000","32.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1999","Western Pacific","29.9 [27.2-32.8]","29.90000","27.20000","32.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","2000","Western Pacific","30.1 [27.4-32.9]","30.10000","27.40000","32.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","2001","Western Pacific","30.3 [27.6-33.2]","30.30000","27.60000","33.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","2002","Western Pacific","30.5 [27.8-33.4]","30.50000","27.80000","33.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","2003","Western Pacific","30.7 [28.0-33.6]","30.70000","28.00000","33.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","2004","Western Pacific","30.9 [28.1-33.8]","30.90000","28.10000","33.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","2005","Western Pacific","31.2 [28.3-34.1]","31.20000","28.30000","34.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","2006","Western Pacific","31.4 [28.4-34.4]","31.40000","28.40000","34.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","2007","Western Pacific","31.6 [28.6-34.7]","31.60000","28.60000","34.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1980","Americas","23.9 [20.9-26.7]","23.90000","20.90000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1981","Americas","24.0 [21.2-26.8]","24.00000","21.20000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1982","Americas","24.2 [21.4-26.8]","24.20000","21.40000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1983","Americas","24.3 [21.7-26.8]","24.30000","21.70000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1984","Americas","24.4 [22.0-26.8]","24.40000","22.00000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1985","Americas","24.6 [22.2-26.8]","24.60000","22.20000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1986","Americas","24.7 [22.5-26.9]","24.70000","22.50000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1987","Americas","24.8 [22.7-26.9]","24.80000","22.70000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1988","Americas","24.9 [22.9-26.9]","24.90000","22.90000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1989","Americas","25.0 [23.1-26.9]","25.00000","23.10000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1990","Americas","25.1 [23.3-27.0]","25.10000","23.30000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1991","Americas","25.2 [23.4-27.0]","25.20000","23.40000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1992","Americas","25.4 [23.6-27.1]","25.40000","23.60000","27.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1993","Americas","25.5 [23.8-27.1]","25.50000","23.80000","27.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1994","Americas","25.7 [24.0-27.2]","25.70000","24.00000","27.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1995","Americas","25.8 [24.2-27.3]","25.80000","24.20000","27.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1996","Americas","25.9 [24.4-27.4]","25.90000","24.40000","27.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1997","Americas","26.1 [24.6-27.5]","26.10000","24.60000","27.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1998","Americas","26.2 [24.8-27.6]","26.20000","24.80000","27.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","1999","Americas","26.4 [25.0-27.7]","26.40000","25.00000","27.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","2000","Americas","26.5 [25.2-27.8]","26.50000","25.20000","27.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","2001","Americas","26.6 [25.3-27.9]","26.60000","25.30000","27.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","2002","Americas","26.8 [25.5-28.0]","26.80000","25.50000","28.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","2003","Americas","26.9 [25.6-28.2]","26.90000","25.60000","28.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","2004","Americas","27.0 [25.7-28.4]","27.00000","25.70000","28.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","2005","Americas","27.2 [25.9-28.6]","27.20000","25.90000","28.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","2006","Americas","27.4 [26.0-28.8]","27.40000","26.00000","28.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Panama","Female","2007","Americas","27.5 [26.1-29.0]","27.50000","26.10000","29.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1980","Western Pacific","20.8 [18.3-23.2]","20.80000","18.30000","23.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1981","Western Pacific","21.0 [18.6-23.3]","21.00000","18.60000","23.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1982","Western Pacific","21.2 [18.9-23.4]","21.20000","18.90000","23.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1983","Western Pacific","21.4 [19.2-23.4]","21.40000","19.20000","23.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1984","Western Pacific","21.5 [19.5-23.5]","21.50000","19.50000","23.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1985","Western Pacific","21.7 [19.8-23.6]","21.70000","19.80000","23.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1986","Western Pacific","21.9 [20.1-23.7]","21.90000","20.10000","23.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1987","Western Pacific","22.1 [20.3-23.8]","22.10000","20.30000","23.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1988","Western Pacific","22.3 [20.6-24.0]","22.30000","20.60000","24.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1989","Western Pacific","22.5 [20.8-24.1]","22.50000","20.80000","24.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1990","Western Pacific","22.6 [21.1-24.2]","22.60000","21.10000","24.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1991","Western Pacific","22.8 [21.3-24.4]","22.80000","21.30000","24.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1992","Western Pacific","23.0 [21.5-24.5]","23.00000","21.50000","24.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1993","Western Pacific","23.2 [21.8-24.7]","23.20000","21.80000","24.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1994","Western Pacific","23.5 [22.1-24.9]","23.50000","22.10000","24.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1995","Western Pacific","23.7 [22.3-25.1]","23.70000","22.30000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1996","Western Pacific","23.9 [22.5-25.2]","23.90000","22.50000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1997","Western Pacific","24.0 [22.8-25.3]","24.00000","22.80000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1998","Western Pacific","24.2 [23.0-25.5]","24.20000","23.00000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","1999","Western Pacific","24.4 [23.2-25.6]","24.40000","23.20000","25.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","2000","Western Pacific","24.6 [23.4-25.8]","24.60000","23.40000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","2001","Western Pacific","24.7 [23.6-25.9]","24.70000","23.60000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","2002","Western Pacific","24.9 [23.8-26.0]","24.90000","23.80000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","2003","Western Pacific","25.0 [23.9-26.1]","25.00000","23.90000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","2004","Western Pacific","25.2 [24.1-26.3]","25.20000","24.10000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","2005","Western Pacific","25.3 [24.3-26.4]","25.30000","24.30000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","2006","Western Pacific","25.5 [24.4-26.6]","25.50000","24.40000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Papua New Guinea","Female","2007","Western Pacific","25.6 [24.6-26.8]","25.60000","24.60000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1980","Americas","23.5 [19.7-27.4]","23.50000","19.70000","27.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1981","Americas","23.6 [19.9-27.4]","23.60000","19.90000","27.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1982","Americas","23.7 [20.1-27.4]","23.70000","20.10000","27.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1983","Americas","23.8 [20.3-27.5]","23.80000","20.30000","27.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1984","Americas","23.9 [20.4-27.5]","23.90000","20.40000","27.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1985","Americas","24.0 [20.6-27.5]","24.00000","20.60000","27.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1986","Americas","24.1 [20.7-27.5]","24.10000","20.70000","27.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1987","Americas","24.2 [20.8-27.6]","24.20000","20.80000","27.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1988","Americas","24.2 [20.9-27.6]","24.20000","20.90000","27.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1989","Americas","24.3 [21.1-27.7]","24.30000","21.10000","27.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1990","Americas","24.4 [21.2-27.7]","24.40000","21.20000","27.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1991","Americas","24.4 [21.2-27.7]","24.40000","21.20000","27.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1992","Americas","24.5 [21.3-27.8]","24.50000","21.30000","27.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1993","Americas","24.6 [21.4-27.8]","24.60000","21.40000","27.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1994","Americas","24.7 [21.5-27.9]","24.70000","21.50000","27.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1995","Americas","24.7 [21.6-28.0]","24.70000","21.60000","28.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1996","Americas","24.8 [21.7-28.0]","24.80000","21.70000","28.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1997","Americas","24.9 [21.8-28.1]","24.90000","21.80000","28.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1998","Americas","25.0 [21.9-28.2]","25.00000","21.90000","28.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","1999","Americas","25.1 [22.0-28.3]","25.10000","22.00000","28.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","2000","Americas","25.2 [22.0-28.4]","25.20000","22.00000","28.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","2001","Americas","25.3 [22.1-28.5]","25.30000","22.10000","28.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","2002","Americas","25.4 [22.2-28.6]","25.40000","22.20000","28.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","2003","Americas","25.5 [22.3-28.7]","25.50000","22.30000","28.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","2004","Americas","25.6 [22.3-28.9]","25.60000","22.30000","28.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","2005","Americas","25.7 [22.4-29.0]","25.70000","22.40000","29.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","2006","Americas","25.7 [22.4-29.1]","25.70000","22.40000","29.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Paraguay","Female","2007","Americas","25.8 [22.4-29.2]","25.80000","22.40000","29.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Peru","Female","1980","Americas","25.0 [22.7-27.1]","25.00000","22.70000","27.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Peru","Female","1981","Americas","25.1 [22.9-27.0]","25.10000","22.90000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Peru","Female","1982","Americas","25.1 [23.2-26.9]","25.10000","23.20000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Peru","Female","1983","Americas","25.1 [23.4-26.8]","25.10000","23.40000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Peru","Female","1984","Americas","25.2 [23.5-26.7]","25.20000","23.50000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Peru","Female","1985","Americas","25.2 [23.7-26.6]","25.20000","23.70000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Peru","Female","1986","Americas","25.3 [23.9-26.5]","25.30000","23.90000","26.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Peru","Female","1987","Americas","25.3 [24.1-26.5]","25.30000","24.10000","26.50000",""
